,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,day_of_the_year
654,26,technician,single,secondary,no,668,yes,no,unknown,576,3,-1,0,unknown,1,149
655,49,management,single,tertiary,no,588,no,no,cellular,70,9,-1,0,unknown,0,241
656,51,unemployed,single,tertiary,no,1594,no,no,telephone,197,1,-1,0,unknown,0,35
657,46,admin.,married,secondary,no,3098,yes,no,telephone,192,9,-1,0,unknown,0,326
658,41,self-employed,single,tertiary,no,3950,yes,no,unknown,96,2,-1,0,unknown,0,151
659,33,admin.,divorced,secondary,no,661,yes,no,cellular,411,1,173,2,other,0,323
660,45,entrepreneur,married,tertiary,no,0,yes,no,cellular,100,3,-1,0,unknown,0,211
661,32,admin.,single,secondary,no,620,yes,no,unknown,1234,3,-1,0,unknown,1,147
662,40,technician,married,secondary,no,4441,yes,no,cellular,153,2,183,2,failure,0,325
663,32,management,single,tertiary,no,2629,no,no,cellular,77,4,-1,0,unknown,0,241
664,44,management,married,tertiary,no,4460,no,no,telephone,168,2,-1,0,unknown,0,213
665,67,retired,married,unknown,no,696,no,no,telephone,77,2,-1,0,unknown,0,125
666,61,management,married,tertiary,no,997,no,no,cellular,106,1,-1,0,unknown,1,70
667,28,technician,single,secondary,no,389,yes,no,cellular,15,7,-1,0,unknown,0,132
668,40,management,married,tertiary,no,89,yes,yes,telephone,148,6,-1,0,unknown,0,40
669,34,technician,married,secondary,no,0,yes,no,cellular,144,1,-1,0,unknown,0,197
670,39,housemaid,single,primary,no,109,yes,no,unknown,699,3,-1,0,unknown,0,127
671,54,management,married,primary,no,3859,no,yes,cellular,104,3,-1,0,unknown,0,325
672,32,admin.,married,secondary,no,3540,yes,no,cellular,213,1,178,1,failure,0,139
673,57,housemaid,married,tertiary,no,3,no,no,cellular,142,2,-1,0,unknown,0,217
674,35,blue-collar,married,secondary,no,1287,yes,no,cellular,330,2,-1,0,unknown,0,196
675,58,retired,divorced,unknown,no,5920,yes,no,cellular,255,1,-1,0,unknown,0,205
676,45,admin.,married,secondary,no,0,no,no,cellular,145,10,-1,0,unknown,0,232
677,58,management,married,tertiary,no,1517,yes,no,telephone,7,5,-1,0,unknown,0,211
678,32,management,single,tertiary,no,474,yes,no,cellular,90,3,-1,0,unknown,0,220
679,59,technician,married,secondary,no,2308,no,no,cellular,815,1,87,1,other,1,121
680,33,self-employed,single,tertiary,no,2155,no,no,cellular,295,1,-1,0,unknown,0,322
681,45,blue-collar,single,secondary,no,0,yes,no,cellular,768,2,91,5,success,0,208
682,28,management,single,tertiary,no,-328,yes,no,telephone,318,2,-1,0,unknown,0,33
683,28,technician,divorced,tertiary,no,594,yes,yes,unknown,54,3,-1,0,unknown,0,170
684,43,management,married,tertiary,no,489,yes,no,cellular,130,1,172,2,other,0,129
685,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,261,1,-1,0,unknown,0,137
686,53,blue-collar,single,unknown,no,0,no,no,unknown,140,7,-1,0,unknown,0,133
687,35,self-employed,married,tertiary,no,560,yes,no,cellular,58,1,136,1,failure,0,93
688,42,blue-collar,married,unknown,no,-406,yes,no,cellular,152,5,-1,0,unknown,0,212
689,36,blue-collar,married,secondary,no,0,no,no,unknown,332,3,-1,0,unknown,0,172
690,57,retired,married,secondary,yes,32,yes,no,cellular,476,3,-1,0,unknown,0,136
691,36,services,married,secondary,no,1746,yes,no,unknown,99,1,-1,0,unknown,0,147
692,30,admin.,married,secondary,no,518,yes,no,cellular,127,1,-1,0,unknown,0,129
693,45,admin.,married,unknown,no,1783,no,no,unknown,11,11,-1,0,unknown,0,172
694,32,student,single,tertiary,no,0,no,no,cellular,101,5,3,6,other,0,219
695,26,admin.,single,tertiary,no,3672,yes,no,unknown,360,5,-1,0,unknown,0,150
696,26,admin.,married,tertiary,no,2855,no,no,cellular,52,3,-1,0,unknown,0,90
697,24,blue-collar,married,secondary,no,1222,yes,no,cellular,369,1,-1,0,unknown,0,111
698,42,services,divorced,secondary,no,372,yes,yes,unknown,121,2,-1,0,unknown,0,127
699,46,housemaid,married,primary,no,19,yes,no,telephone,171,1,-1,0,unknown,0,203
700,56,blue-collar,married,primary,no,828,yes,no,cellular,214,1,349,1,failure,0,135
701,37,admin.,single,secondary,no,781,no,no,cellular,75,1,-1,0,unknown,0,233
702,33,management,single,tertiary,no,3143,no,no,cellular,421,2,-1,0,unknown,1,181
703,36,management,married,tertiary,no,-381,yes,no,cellular,30,29,-1,0,unknown,0,213
704,56,retired,married,tertiary,no,478,no,no,cellular,97,1,-1,0,unknown,0,36
705,48,management,married,tertiary,no,5887,no,no,cellular,227,2,-1,0,unknown,0,226
706,32,management,single,tertiary,no,697,no,no,cellular,119,1,99,3,failure,0,220
707,24,technician,married,secondary,no,556,yes,no,cellular,460,2,-1,0,unknown,1,231
708,40,technician,divorced,secondary,no,-375,yes,no,cellular,60,5,-1,0,unknown,0,134
709,34,technician,single,tertiary,no,9851,yes,no,cellular,128,5,-1,0,unknown,0,325
710,31,blue-collar,married,secondary,no,631,yes,no,unknown,248,4,-1,0,unknown,0,144
711,38,management,single,tertiary,no,493,yes,no,cellular,553,1,367,7,failure,0,132
712,27,services,married,secondary,no,0,yes,no,cellular,198,13,-1,0,unknown,0,205
713,46,management,divorced,secondary,no,558,no,no,cellular,126,6,-1,0,unknown,0,232
714,51,self-employed,married,unknown,no,2094,no,no,cellular,458,6,-1,0,unknown,1,160
715,24,unemployed,single,secondary,no,119,no,no,unknown,51,1,-1,0,unknown,0,259
716,39,blue-collar,single,secondary,no,4143,yes,yes,unknown,21,1,-1,0,unknown,0,154
717,50,blue-collar,married,secondary,no,810,yes,no,unknown,19,14,-1,0,unknown,0,135
718,50,self-employed,married,tertiary,no,202,yes,no,cellular,107,1,148,4,failure,0,106
719,54,unknown,married,secondary,no,2206,no,no,cellular,104,1,99,2,other,1,317
720,32,blue-collar,married,secondary,no,-63,yes,no,unknown,198,1,-1,0,unknown,0,151
721,43,blue-collar,married,unknown,yes,-715,yes,no,unknown,67,3,-1,0,unknown,0,151
722,46,blue-collar,married,secondary,no,0,yes,no,cellular,264,2,-1,0,unknown,0,129
723,37,management,single,tertiary,no,102,yes,no,cellular,101,2,-1,0,unknown,0,234
724,37,management,divorced,secondary,no,1287,yes,no,cellular,432,1,-1,0,unknown,0,135
725,48,technician,divorced,secondary,yes,20,no,no,cellular,145,3,-1,0,unknown,0,240
726,59,admin.,divorced,secondary,no,975,yes,no,unknown,263,4,-1,0,unknown,0,136
727,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,648,1,272,1,other,1,107
728,33,management,divorced,secondary,no,1897,yes,yes,unknown,197,1,-1,0,unknown,0,154
729,31,services,single,secondary,no,2070,no,no,cellular,319,2,-1,0,unknown,0,242
730,58,blue-collar,married,primary,no,309,no,no,cellular,156,2,-1,0,unknown,0,232
731,47,housemaid,married,primary,no,0,no,no,cellular,1225,2,-1,0,unknown,0,223
732,38,management,married,tertiary,no,76,yes,no,cellular,196,3,-1,0,unknown,0,189
733,50,management,married,tertiary,no,0,no,no,cellular,243,5,-1,0,unknown,0,191
734,37,management,married,tertiary,no,0,no,no,cellular,268,2,182,3,success,1,198
735,48,blue-collar,married,secondary,no,1159,yes,yes,cellular,1181,9,-1,0,unknown,0,136
736,31,housemaid,married,primary,no,25,no,no,cellular,169,5,-1,0,unknown,0,234
737,47,technician,divorced,tertiary,no,-1148,yes,yes,unknown,62,2,-1,0,unknown,0,148
738,38,technician,single,secondary,no,0,yes,no,cellular,196,2,-1,0,unknown,0,98
739,40,blue-collar,married,secondary,no,-839,yes,yes,cellular,1018,2,-1,0,unknown,1,198
740,36,technician,divorced,tertiary,no,1174,yes,no,cellular,192,2,-1,0,unknown,0,323
741,61,management,married,secondary,no,985,no,no,cellular,998,6,-1,0,unknown,1,231
742,39,services,married,secondary,no,124,yes,no,cellular,81,5,-1,0,unknown,0,213
743,33,blue-collar,married,secondary,no,0,yes,yes,cellular,83,12,-1,0,unknown,0,210
744,41,admin.,married,secondary,no,8238,yes,yes,unknown,124,4,-1,0,unknown,0,151
745,41,blue-collar,married,primary,no,168,yes,no,cellular,187,3,-1,0,unknown,0,323
746,58,housemaid,married,primary,no,435,yes,no,telephone,122,6,-1,0,unknown,0,210
747,35,management,single,tertiary,no,2486,yes,no,cellular,265,1,-1,0,unknown,0,146
748,39,management,single,tertiary,no,0,yes,no,cellular,81,2,-1,0,unknown,0,107
749,54,retired,divorced,primary,no,22,no,no,unknown,23,4,-1,0,unknown,0,172
750,52,technician,married,tertiary,no,214,no,no,cellular,161,3,-1,0,unknown,0,242
751,45,housemaid,married,primary,no,4994,no,no,unknown,48,1,-1,0,unknown,0,172
752,21,student,single,secondary,no,2488,no,no,cellular,258,6,169,3,success,1,182
753,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,951,3,370,4,failure,1,134
754,31,management,married,tertiary,no,1170,no,no,cellular,200,4,-1,0,unknown,0,233
755,55,management,divorced,tertiary,no,1598,no,no,cellular,607,4,-1,0,unknown,0,235
756,43,technician,married,secondary,no,0,yes,yes,cellular,539,8,204,5,failure,0,35
757,44,unknown,married,secondary,no,2319,no,no,cellular,251,3,-1,0,unknown,0,217
758,55,blue-collar,married,unknown,no,23,no,no,cellular,143,1,2,3,other,0,30
759,46,management,divorced,tertiary,no,624,no,no,cellular,336,2,183,2,success,1,261
760,49,services,married,secondary,no,1114,no,no,cellular,283,1,-1,0,unknown,0,322
761,30,admin.,single,secondary,no,1009,yes,no,cellular,253,1,-1,0,unknown,0,29
762,19,student,single,secondary,no,302,no,no,cellular,205,1,-1,0,unknown,1,198
763,48,technician,married,secondary,no,427,no,no,unknown,201,1,-1,0,unknown,0,135
764,30,admin.,single,secondary,no,127,yes,no,cellular,16,6,368,1,other,0,139
765,37,technician,single,secondary,no,435,yes,no,unknown,210,1,-1,0,unknown,0,147
766,49,admin.,married,secondary,no,14440,yes,no,cellular,60,1,-1,0,unknown,0,326
767,29,admin.,single,secondary,no,1070,yes,no,unknown,30,1,357,1,other,1,140
768,35,management,single,tertiary,no,747,no,no,cellular,141,2,176,3,failure,0,54
769,47,management,single,tertiary,no,0,no,no,unknown,58,3,-1,0,unknown,0,163
770,30,services,married,secondary,no,1743,yes,no,cellular,192,4,-1,0,unknown,0,36
771,34,admin.,single,primary,no,0,yes,yes,cellular,172,4,-1,0,unknown,0,127
772,43,blue-collar,married,primary,no,7727,yes,no,unknown,302,8,-1,0,unknown,0,136
773,31,technician,married,secondary,no,2363,yes,no,unknown,247,1,-1,0,unknown,0,134
774,33,blue-collar,single,secondary,no,142,yes,no,cellular,123,1,360,3,other,0,135
775,28,admin.,single,secondary,no,1323,yes,no,unknown,361,1,-1,0,unknown,0,155
776,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,181,5,-1,0,unknown,0,134
777,44,admin.,single,secondary,no,-101,yes,no,cellular,99,1,-1,0,unknown,0,192
778,41,student,married,secondary,no,1309,no,no,unknown,28,4,-1,0,unknown,0,172
779,36,technician,married,tertiary,no,837,no,no,cellular,68,6,-1,0,unknown,0,241
780,56,technician,married,secondary,no,4063,no,yes,telephone,31,4,-1,0,unknown,0,210
781,35,blue-collar,married,secondary,no,1949,yes,no,unknown,200,3,-1,0,unknown,0,154
782,54,blue-collar,married,secondary,no,448,yes,yes,cellular,98,1,-1,0,unknown,0,218
783,27,blue-collar,single,secondary,no,113,no,no,cellular,39,17,-1,0,unknown,0,204
784,34,blue-collar,married,secondary,no,247,yes,yes,unknown,193,5,-1,0,unknown,0,147
785,51,technician,married,secondary,no,-379,yes,no,cellular,261,1,-1,0,unknown,0,218
786,38,entrepreneur,married,tertiary,no,6704,yes,no,unknown,205,2,-1,0,unknown,0,142
787,35,technician,divorced,secondary,no,56,no,no,cellular,24,12,-1,0,unknown,0,242
788,33,management,single,tertiary,no,1439,yes,no,cellular,178,2,-1,0,unknown,0,155
789,49,unknown,married,unknown,no,301,no,no,cellular,789,2,-1,0,unknown,0,227
790,32,services,single,secondary,no,182,yes,no,cellular,145,1,-1,0,unknown,0,127
791,50,unemployed,divorced,secondary,no,717,yes,no,cellular,113,1,-1,0,unknown,0,30
792,57,blue-collar,married,primary,no,318,yes,no,unknown,206,2,-1,0,unknown,0,148
793,54,retired,married,primary,no,208,no,no,unknown,255,1,-1,0,unknown,0,133
794,34,blue-collar,single,secondary,no,215,no,no,cellular,350,3,-1,0,unknown,1,63
795,40,admin.,married,secondary,no,1327,yes,yes,unknown,76,2,-1,0,unknown,0,147
796,33,blue-collar,married,secondary,no,285,no,yes,unknown,267,1,-1,0,unknown,0,185
797,60,retired,married,primary,no,5,no,no,cellular,63,2,-1,0,unknown,0,239
798,40,technician,married,secondary,no,2715,yes,no,unknown,125,2,-1,0,unknown,0,150
799,47,housemaid,married,secondary,no,3940,yes,no,cellular,171,2,96,5,success,0,314
800,59,housemaid,married,primary,no,235,no,no,cellular,119,2,-1,0,unknown,0,226
801,51,management,married,tertiary,no,2934,yes,no,cellular,727,4,-1,0,unknown,0,323
802,32,blue-collar,single,tertiary,no,3014,yes,no,cellular,291,2,-1,0,unknown,0,128
803,31,services,married,secondary,no,-331,yes,no,unknown,203,5,-1,0,unknown,0,144
804,52,blue-collar,married,primary,no,1054,no,no,cellular,273,1,-1,0,unknown,0,217
805,28,admin.,single,secondary,no,89,yes,yes,cellular,172,2,-1,0,unknown,0,37
806,33,technician,single,secondary,no,920,yes,no,cellular,58,1,122,4,failure,0,326
807,58,management,married,tertiary,no,1831,no,no,cellular,1531,1,-1,0,unknown,0,322
808,29,technician,married,secondary,no,0,yes,no,cellular,83,6,-1,0,unknown,0,210
809,49,technician,married,tertiary,no,1235,no,no,cellular,354,3,-1,0,unknown,1,226
810,30,services,single,secondary,no,20,yes,no,cellular,404,6,340,1,failure,0,111
811,32,management,married,tertiary,no,273,yes,yes,cellular,97,3,-1,0,unknown,0,200
812,38,entrepreneur,married,tertiary,no,0,yes,no,cellular,185,3,-1,0,unknown,0,323
813,33,blue-collar,married,secondary,no,687,yes,no,cellular,72,2,370,1,failure,0,135
814,36,management,married,tertiary,no,1852,no,no,unknown,362,1,-1,0,unknown,0,129
815,49,services,divorced,secondary,no,3250,no,no,unknown,32,3,-1,0,unknown,0,168
816,39,technician,single,secondary,no,122,yes,no,unknown,158,1,-1,0,unknown,0,154
817,59,retired,single,secondary,no,351,yes,no,unknown,1063,5,-1,0,unknown,1,148
818,44,management,married,secondary,no,-665,no,no,cellular,342,3,-1,0,unknown,0,212
819,61,retired,married,secondary,no,2917,no,no,cellular,215,1,-1,0,unknown,1,280
820,31,services,single,secondary,no,1987,yes,no,telephone,55,2,-1,0,unknown,0,325
821,41,admin.,divorced,secondary,no,3823,no,no,cellular,234,10,-1,0,unknown,0,117
822,52,services,married,secondary,no,381,no,yes,cellular,288,12,-1,0,unknown,0,238
823,46,technician,married,secondary,no,57,no,no,unknown,796,1,-1,0,unknown,1,149
824,53,technician,married,secondary,no,230,no,yes,cellular,112,2,-1,0,unknown,0,226
825,45,blue-collar,married,primary,no,0,no,no,cellular,454,2,-1,0,unknown,0,239
826,49,management,married,tertiary,no,322,no,no,cellular,72,4,-1,0,unknown,0,219
827,34,blue-collar,married,secondary,no,584,yes,no,cellular,154,2,-1,0,unknown,0,200
828,50,management,married,tertiary,no,112,yes,no,cellular,70,5,85,5,other,0,309
829,59,retired,married,primary,no,46,no,no,cellular,78,2,-1,0,unknown,0,227
830,36,services,married,secondary,no,-11,yes,no,cellular,172,28,-1,0,unknown,0,212
831,28,services,single,secondary,no,229,yes,no,unknown,322,1,-1,0,unknown,0,130
832,27,blue-collar,married,secondary,yes,-584,yes,no,cellular,411,2,-1,0,unknown,0,128
833,29,services,married,secondary,no,3748,no,no,cellular,322,3,-1,0,unknown,0,149
834,46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,93,1,189,8,failure,0,324
835,50,unknown,married,primary,no,341,yes,yes,cellular,670,4,340,2,success,1,111
836,41,management,married,tertiary,no,6563,no,no,cellular,136,8,-1,0,unknown,0,240
837,41,management,married,tertiary,no,832,yes,yes,cellular,164,1,176,1,failure,0,326
838,60,management,single,tertiary,no,0,no,yes,cellular,151,1,-1,0,unknown,0,205
839,36,management,divorced,tertiary,no,649,no,no,cellular,237,2,91,1,failure,0,198
840,27,technician,married,secondary,no,7,yes,no,unknown,98,2,-1,0,unknown,0,136
841,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,185,2,-1,0,unknown,0,130
842,30,blue-collar,married,secondary,no,125,yes,no,unknown,238,2,-1,0,unknown,0,150
843,40,student,married,secondary,no,260,no,no,unknown,197,6,-1,0,unknown,0,172
844,30,admin.,married,secondary,no,11,yes,no,cellular,157,1,-1,0,unknown,0,132
845,32,services,single,secondary,no,473,yes,no,cellular,624,5,-1,0,unknown,0,189
846,34,blue-collar,married,primary,no,428,yes,no,cellular,59,2,-1,0,unknown,0,139
847,42,admin.,single,secondary,no,243,yes,no,unknown,46,5,-1,0,unknown,0,135
848,44,management,divorced,tertiary,no,476,yes,yes,unknown,127,2,-1,0,unknown,0,147
849,40,management,married,tertiary,no,194,no,yes,cellular,189,2,-1,0,unknown,0,242
850,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,121,1,-1,0,unknown,0,192
851,36,blue-collar,married,secondary,no,13,no,no,unknown,284,1,-1,0,unknown,0,155
852,31,blue-collar,married,secondary,no,472,yes,no,unknown,907,2,-1,0,unknown,0,134
853,33,blue-collar,married,primary,no,511,yes,no,unknown,304,2,-1,0,unknown,0,142
854,52,self-employed,single,tertiary,no,1623,yes,no,unknown,21,17,-1,0,unknown,0,157
855,39,services,married,secondary,no,1438,yes,no,unknown,212,2,-1,0,unknown,0,141
856,73,retired,married,primary,no,796,no,no,cellular,427,1,182,2,failure,1,297
857,50,technician,married,tertiary,no,199,yes,yes,cellular,116,2,253,1,failure,0,34
858,49,blue-collar,married,secondary,no,579,yes,no,unknown,396,1,-1,0,unknown,0,149
859,40,unemployed,married,secondary,no,219,yes,no,cellular,204,2,196,1,failure,0,322
860,30,services,married,secondary,no,1808,yes,no,cellular,83,2,-1,0,unknown,0,139
861,25,student,married,tertiary,no,0,yes,no,cellular,160,1,-1,0,unknown,0,191
862,34,admin.,divorced,secondary,no,479,yes,no,cellular,515,1,350,5,failure,1,133
863,44,management,married,secondary,yes,0,yes,no,cellular,96,2,-1,0,unknown,0,193
864,39,management,divorced,tertiary,no,1315,yes,no,cellular,1337,4,126,1,failure,0,324
865,30,technician,single,tertiary,no,3,yes,no,cellular,45,2,169,2,failure,0,127
866,37,blue-collar,married,unknown,no,603,yes,no,unknown,773,2,-1,0,unknown,0,144
867,29,self-employed,married,tertiary,no,751,yes,no,unknown,121,2,-1,0,unknown,0,144
868,51,admin.,married,secondary,no,1415,yes,no,unknown,151,3,-1,0,unknown,0,154
869,54,housemaid,divorced,secondary,no,1327,no,no,unknown,115,2,-1,0,unknown,0,157
870,30,blue-collar,single,primary,no,185,no,no,unknown,11,1,-1,0,unknown,0,178
871,31,admin.,single,secondary,no,1588,yes,no,unknown,14,1,-1,0,unknown,0,155
872,34,management,married,tertiary,no,415,no,yes,cellular,361,2,-1,0,unknown,0,205
873,39,self-employed,single,tertiary,no,426,no,no,unknown,1029,1,-1,0,unknown,1,170
874,29,management,divorced,tertiary,no,415,yes,yes,unknown,449,4,-1,0,unknown,0,149
875,26,technician,single,tertiary,no,1216,yes,no,cellular,472,2,-1,0,unknown,0,107
876,58,housemaid,married,tertiary,no,497,no,no,unknown,138,5,-1,0,unknown,0,163
877,39,technician,single,unknown,no,75,no,no,unknown,26,1,-1,0,unknown,0,158
878,36,management,single,tertiary,no,3343,no,no,cellular,307,1,-1,0,unknown,0,323
879,59,management,married,unknown,no,3534,no,no,cellular,216,4,-1,0,unknown,0,326
880,33,blue-collar,single,secondary,no,-320,no,no,cellular,268,2,-1,0,unknown,0,139
881,36,technician,married,secondary,no,191,no,no,cellular,69,1,-1,0,unknown,0,244
882,51,blue-collar,divorced,primary,no,37,yes,no,cellular,341,1,-1,0,unknown,0,134
883,56,blue-collar,married,primary,no,151,no,no,cellular,128,1,-1,0,unknown,0,34
884,32,blue-collar,married,secondary,no,150,no,no,cellular,210,1,-1,0,unknown,0,36
885,38,services,married,secondary,no,-314,yes,no,unknown,66,2,-1,0,unknown,0,149
886,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,353,2,-1,0,unknown,1,220
887,46,management,married,tertiary,no,0,no,no,unknown,70,2,-1,0,unknown,0,128
888,41,admin.,married,secondary,no,2993,yes,no,cellular,24,12,-1,0,unknown,0,204
889,53,technician,divorced,primary,no,7290,yes,no,unknown,153,1,-1,0,unknown,0,151
890,57,admin.,married,secondary,no,808,no,no,cellular,417,3,-1,0,unknown,0,196
891,58,blue-collar,married,secondary,no,-27,no,yes,telephone,77,13,-1,0,unknown,0,213
892,43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,465,1,-1,0,unknown,0,323
893,43,services,married,primary,no,2567,yes,no,cellular,109,1,360,2,failure,0,135
894,40,blue-collar,married,secondary,no,1100,yes,no,unknown,660,2,-1,0,unknown,0,150
895,34,blue-collar,married,secondary,no,326,yes,yes,unknown,150,2,-1,0,unknown,0,136
896,31,blue-collar,married,primary,no,620,no,no,cellular,95,1,-1,0,unknown,0,90
897,33,blue-collar,single,secondary,no,5137,yes,no,cellular,123,1,-1,0,unknown,0,127
898,49,services,married,secondary,no,1122,no,no,cellular,143,1,-1,0,unknown,0,217
899,52,admin.,married,secondary,no,395,yes,no,unknown,391,3,-1,0,unknown,0,136
900,34,entrepreneur,married,tertiary,no,4343,no,no,unknown,85,4,-1,0,unknown,0,161
901,21,services,single,secondary,no,1903,yes,no,unknown,107,2,-1,0,unknown,0,150
902,58,services,married,primary,no,65,no,no,unknown,162,1,-1,0,unknown,0,179
903,32,entrepreneur,single,primary,yes,-849,yes,yes,cellular,204,1,-1,0,unknown,0,35
904,45,blue-collar,married,primary,no,2128,yes,no,unknown,149,4,-1,0,unknown,0,140
905,36,blue-collar,single,secondary,no,340,no,yes,unknown,559,3,-1,0,unknown,0,168
906,32,blue-collar,married,secondary,no,3514,yes,no,unknown,226,2,-1,0,unknown,0,141
907,38,technician,married,tertiary,no,432,yes,no,cellular,10,2,373,1,other,0,136
908,29,blue-collar,single,secondary,no,-20,no,yes,cellular,574,1,-1,0,unknown,1,203
909,53,services,married,secondary,no,4994,no,no,cellular,62,6,-1,0,unknown,0,231
910,50,blue-collar,married,secondary,no,606,yes,no,unknown,673,2,-1,0,unknown,0,135
911,32,management,single,tertiary,no,28,no,no,cellular,111,2,-1,0,unknown,0,221
912,44,services,married,secondary,no,5780,yes,no,cellular,525,2,-1,0,unknown,0,92
913,50,management,single,primary,no,766,no,no,unknown,174,2,-1,0,unknown,0,169
914,41,services,divorced,secondary,no,787,yes,no,cellular,297,2,-1,0,unknown,0,129
915,52,technician,married,secondary,no,196,yes,yes,cellular,116,1,273,3,failure,0,55
916,29,admin.,married,secondary,no,22171,yes,no,cellular,44,1,355,3,failure,0,139
917,59,management,married,primary,no,2358,yes,no,cellular,30,1,-1,0,unknown,0,108
918,35,services,married,secondary,no,195,yes,no,cellular,203,1,-1,0,unknown,0,108
919,32,technician,single,secondary,no,230,yes,no,cellular,442,1,266,8,failure,1,139
920,37,technician,married,secondary,no,1633,yes,no,unknown,229,3,-1,0,unknown,0,140
921,32,technician,married,tertiary,no,3939,no,no,cellular,209,2,-1,0,unknown,0,221
922,43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,167,3,-1,0,unknown,0,324
923,68,retired,married,secondary,no,19317,yes,no,cellular,249,1,-1,0,unknown,1,217
924,41,entrepreneur,married,primary,no,39,yes,no,cellular,549,2,-1,0,unknown,1,326
925,42,entrepreneur,married,tertiary,no,233,no,no,cellular,446,1,-1,0,unknown,0,36
926,40,management,married,tertiary,no,-117,yes,no,cellular,770,2,-1,0,unknown,0,199
927,32,technician,single,tertiary,no,13711,yes,no,cellular,638,1,175,3,success,0,135
928,31,admin.,single,secondary,no,68,yes,no,cellular,570,2,-1,0,unknown,0,107
929,58,management,married,tertiary,no,299,no,no,cellular,120,4,-1,0,unknown,0,198
930,53,blue-collar,married,secondary,no,-626,yes,no,cellular,205,1,-1,0,unknown,0,191
931,37,technician,single,secondary,yes,375,no,no,unknown,223,2,-1,0,unknown,0,161
932,30,blue-collar,single,secondary,yes,239,yes,no,unknown,412,1,-1,0,unknown,1,142
933,30,management,married,tertiary,no,102,yes,no,cellular,470,7,426,3,other,1,96
934,62,retired,married,secondary,no,816,no,no,cellular,28,2,-1,0,unknown,0,245
935,61,management,married,secondary,no,967,no,no,cellular,180,1,-1,0,unknown,0,233
936,37,management,married,tertiary,no,4089,yes,no,cellular,289,2,174,4,other,1,33
937,51,services,divorced,secondary,no,12,yes,no,cellular,150,1,-1,0,unknown,0,322
938,50,admin.,married,primary,no,276,no,yes,unknown,641,6,-1,0,unknown,0,169
939,38,blue-collar,married,secondary,no,1663,yes,no,cellular,217,3,327,1,failure,0,104
940,52,blue-collar,married,primary,no,1141,yes,no,cellular,22,5,-1,0,unknown,0,133
941,37,technician,single,unknown,no,391,yes,no,unknown,103,3,-1,0,unknown,0,129
942,27,blue-collar,single,primary,no,1128,yes,no,unknown,88,4,-1,0,unknown,0,182
943,38,management,single,tertiary,no,8669,yes,no,telephone,5,3,150,6,failure,0,111
944,35,management,single,tertiary,no,633,yes,no,cellular,128,3,-1,0,unknown,0,108
945,31,unemployed,married,secondary,no,296,yes,no,unknown,378,3,-1,0,unknown,0,141
946,46,management,married,tertiary,no,1008,no,no,cellular,24,13,-1,0,unknown,0,242
947,53,technician,married,secondary,no,2647,yes,no,unknown,121,1,-1,0,unknown,0,151
948,43,unemployed,married,tertiary,no,58,yes,no,cellular,48,4,-1,0,unknown,0,40
949,42,admin.,divorced,secondary,no,936,no,no,cellular,931,1,-1,0,unknown,1,30
950,37,admin.,married,secondary,no,176,yes,no,cellular,147,2,347,1,failure,0,126
951,33,management,married,tertiary,no,296,no,no,cellular,90,2,-1,0,unknown,0,198
952,41,technician,single,secondary,no,879,no,yes,cellular,60,4,-1,0,unknown,0,189
953,60,self-employed,single,secondary,no,27,no,no,cellular,40,2,-1,0,unknown,0,235
954,57,retired,divorced,secondary,no,39,yes,no,cellular,354,3,-1,0,unknown,0,212
955,46,management,divorced,tertiary,no,225,yes,no,cellular,201,1,345,1,other,0,135
956,56,services,married,secondary,no,-229,no,yes,cellular,55,10,-1,0,unknown,0,205
957,30,management,married,tertiary,no,1942,yes,yes,cellular,436,2,178,3,other,1,326
958,54,retired,married,secondary,no,3671,no,no,unknown,67,3,-1,0,unknown,0,163
959,56,technician,married,tertiary,no,272,no,no,cellular,103,2,-1,0,unknown,0,239
960,55,management,married,tertiary,no,6880,no,no,cellular,353,2,-1,0,unknown,0,221
961,29,management,single,tertiary,no,21,yes,no,cellular,107,4,371,3,failure,0,135
962,56,technician,married,secondary,no,359,yes,no,unknown,220,4,-1,0,unknown,0,158
963,38,technician,single,tertiary,no,0,yes,no,cellular,71,1,-1,0,unknown,0,153
964,75,retired,married,secondary,no,26452,no,no,telephone,219,2,-1,0,unknown,0,197
965,31,blue-collar,married,secondary,no,92,yes,no,unknown,688,1,-1,0,unknown,1,137
966,34,blue-collar,married,secondary,no,1412,yes,yes,unknown,157,2,-1,0,unknown,0,148
967,35,blue-collar,married,secondary,no,-339,yes,no,unknown,389,2,-1,0,unknown,0,129
968,36,management,divorced,tertiary,no,5195,yes,no,unknown,55,25,-1,0,unknown,0,154
969,44,self-employed,divorced,secondary,no,80,yes,yes,unknown,387,2,-1,0,unknown,0,135
